TSLA,,,
1/1/2020,Date,Close,Weekly Change(Y)
,2/12/2021 16:00:00,272.04,-0.04238242749
,2/19/2021 16:00:00,260.43,-0.04267754742
,2/26/2021 16:00:00,225.17,-0.135391468
,3/5/2021 16:00:00,199.32,-0.1148021495
,3/12/2021 16:00:00,231.24,0.1601444913
,3/19/2021 16:00:00,218.29,-0.05600242173
,3/26/2021 16:00:00,206.24,-0.05520179578
,4/1/2021 16:00:00,220.58,0.06953064391
,4/9/2021 16:00:00,225.67,0.02307552815
,4/16/2021 16:00:00,246.59,0.09270173262
,4/23/2021 16:00:00,243.13,-0.01403138813
,4/30/2021 16:00:00,236.48,-0.02735162259
,5/7/2021 16:00:00,224.12,-0.05226657645
,5/14/2021 16:00:00,196.58,-0.1228805997
,5/21/2021 16:00:00,193.63,-0.01500661308
,5/28/2021 16:00:00,208.41,0.07633114703
,6/4/2021 16:00:00,199.68,-0.041888585
,6/11/2021 16:00:00,203.3,0.01812900641
,6/18/2021 16:00:00,207.77,0.02198721102
,6/25/2021 16:00:00,223.96,0.07792270299
,7/2/2021 16:00:00,226.3,0.01044829434
,7/9/2021 16:00:00,218.98,-0.03234644278
,7/16/2021 16:00:00,214.74,-0.01936249886
,7/23/2021 16:00:00,214.46,-0.001303902394
,7/30/2021 16:00:00,229.07,0.068124592
,8/6/2021 16:00:00,233.03,0.01728729209
,8/13/2021 16:00:00,239.06,0.02587649659
,8/20/2021 16:00:00,226.75,-0.05149334895
,8/27/2021 16:00:00,237.31,0.04657111356
,9/3/2021 16:00:00,244.52,0.0303822005
,9/10/2021 16:00:00,245.42,0.003680680517
,9/17/2021 16:00:00,253.16,0.03153777198
,9/24/2021 16:00:00,258.13,0.01963185337
,10/1/2021 16:00:00,258.41,0.001084724751
,10/8/2021 16:00:00,261.83,0.01323478194
,10/15/2021 16:00:00,281.01,0.07325363786
,10/22/2021 16:00:00,303.23,0.07907191915
,10/29/2021 16:00:00,371.33,0.2245820005
,11/5/2021 16:00:00,407.36,0.09702959632
,11/12/2021 16:00:00,344.47,-0.1543843284
,11/19/2021 16:00:00,379.02,0.1002990101
,11/26/2021 13:00:00,360.64,-0.04849348319
,12/3/2021 16:00:00,338.32,-0.06188997338
,12/10/2021 16:00:00,339.01,0.002039489241
,12/17/2021 16:00:00,310.86,-0.08303589865
,12/23/2021 16:00:00,355.67,0.1441484913
,12/31/2021 16:00:00,352.26,-0.009587539011
,1/7/2022 16:00:00,342.32,-0.02821779368
,1/14/2022 16:00:00,349.87,0.02205538677
,1/21/2022 16:00:00,314.63,-0.1007231257
,1/28/2022 16:00:00,282.12,-0.1033277183
,2/4/2022 16:00:00,307.77,0.09091875798
,2/11/2022 16:00:00,286.67,-0.06855768918
,2/18/2022 16:00:00,285.66,-0.003523214846
,2/25/2022 16:00:00,269.96,-0.05496044248
,3/4/2022 16:00:00,279.43,0.035079271
,3/11/2022 16:00:00,265.12,-0.05121139462
,3/18/2022 16:00:00,301.8,0.1383524442
,3/25/2022 16:00:00,336.88,0.1162359178
,4/1/2022 16:00:00,361.53,0.07317145571
,4/8/2022 16:00:00,341.83,-0.05449063701
,4/14/2022 16:00:00,328.33,-0.03949331539
,4/22/2022 16:00:00,335.02,0.02037584138
,4/29/2022 16:00:00,290.25,-0.1336338129
,5/6/2022 16:00:00,288.55,-0.005857019811
,5/13/2022 16:00:00,256.53,-0.1109686363
,5/20/2022 16:00:00,221.3,-0.1373328656
,5/27/2022 16:00:00,253.21,0.1441934026
,6/3/2022 16:00:00,234.52,-0.0738122507
,6/10/2022 16:00:00,232.23,-0.009764625618
,6/17/2022 16:00:00,216.76,-0.06661499376
,6/24/2022 16:00:00,245.71,0.133557852
,7/1/2022 16:00:00,227.26,-0.07508851899
,7/8/2022 16:00:00,250.76,0.1034057907
,7/15/2022 16:00:00,240.07,-0.04263040357
,7/22/2022 16:00:00,272.24,0.1340025826
,7/29/2022 16:00:00,297.15,0.09150014693
,8/5/2022 16:00:00,288.17,-0.03022042739
,8/12/2022 16:00:00,300.03,0.04115626193
,8/19/2022 16:00:00,296.67,-0.01119888011
,8/26/2022 16:00:00,288.09,-0.02892102336
,9/2/2022 16:00:00,270.21,-0.06206393835
,9/9/2022 16:00:00,299.68,0.1090633211
,9/16/2022 16:00:00,303.35,0.01224639616
,9/23/2022 16:00:00,275.33,-0.09236855118
,9/30/2022 16:00:00,265.25,-0.03661061272
,10/7/2022 16:00:00,223.07,-0.1590197926
,10/14/2022 16:00:00,204.99,-0.08105079123
,10/21/2022 16:00:00,214.44,0.04609980975
,10/28/2022 16:00:00,228.52,0.0656593919
,11/4/2022 16:00:00,207.47,-0.09211447576
,11/11/2022 16:00:00,195.97,-0.05542970068
,11/18/2022 16:00:00,180.19,-0.08052252896
,11/25/2022 13:05:00,182.86,0.01481769244
,12/2/2022 16:00:00,194.86,0.06562397463
,12/9/2022 16:00:00,179.05,-0.08113517397
,12/16/2022 16:00:00,150.23,-0.1609606255
,12/23/2022 16:00:00,123.15,-0.1802569394
,12/30/2022 16:00:00,123.18,0.0002436053593
